A_LOAD,A_LOAD_STATUS,A_OCCUPANCY,A_DISTANCE,A_WAITING_TIME,B_LOAD,B_LOAD_STATUS,B_OCCUPANCY,B_DISTANCE,B_WAITING_TIME,C_LOAD,C_LOAD_STATUS,C_OCCUPANCY,C_DISTANCE,C_WAITING_TIME,GRID_HEADROOM,GRID_STATUS,BATTERY,RECOMMENDED
57,GREEN,1,0.8,15.4,58,GREEN,2,1.1,21.7,41,GREEN,0,6.7,3.3,37.6,GREEN,18,C
56,GREEN,3,1.3,29.6,55,GREEN,2,1.8,20.6,52,GREEN,0,7.5,5.6,34.8,GREEN,34,C
77,YELLOW,2,8.2,22.7,50,GREEN,3,2.2,29.1,24,GREEN,2,9.8,20.3,39.6,GREEN,34,C
83,YELLOW,3,7.8,31.3,76,YELLOW,1,2.5,16.5,64,YELLOW,0,6.6,7.4,10.8,RED,29,C
26,GREEN,1,4.9,10.5,80,YELLOW,1,4.1,16.8,80,YELLOW,2,1.9,25.5,25.6,YELLOW,16,A
56,GREEN,3,4.1,28.9,87,RED,0,1.4,8.8,65,YELLOW,3,6.3,31.1,16.8,YELLOW,49,B
62,YELLOW,2,3.0,20.6,94,RED,3,4.9,34.1,50,GREEN,1,5.4,13.7,17.6,YELLOW,38,C
60,GREEN,0,6.9,7.3,21,GREEN,3,1.4,24.5,77,YELLOW,2,2.6,22.8,36.8,GREEN,39,A
24,GREEN,0,6.4,0.6,47,GREEN,0,7.2,3.2,36,GREEN,3,6.7,29.2,57.2,GREEN,38,A
34,GREEN,1,2.9,11.3,29,GREEN,3,9.3,26.0,74,YELLOW,2,2.9,24.5,45.2,GREEN,50,A
27,GREEN,3,4.2,28.7,53,GREEN,2,2.2,19.6,45,GREEN,3,2.2,28.5,50.0,GREEN,33,B
86,RED,3,2.6,33.5,73,YELLOW,2,1.5,21.9,90,RED,2,7.9,23.4,0.0,RED,78,AVOID
39,GREEN,0,9.4,4.6,54,GREEN,1,7.2,15.0,93,RED,0,5.4,11.1,25.6,YELLOW,77,A
81,YELLOW,3,4.3,33.0,28,GREEN,1,0.5,12.6,81,YELLOW,0,5.9,9.8,24.0,YELLOW,60,C
62,YELLOW,2,4.3,22.7,31,GREEN,2,5.6,20.9,30,GREEN,3,7.7,26.2,50.8,GREEN,40,B
42,GREEN,0,9.7,4.8,58,GREEN,3,9.0,30.3,65,YELLOW,3,1.3,31.0,34.0,GREEN,39,A
37,GREEN,0,2.3,4.6,95,RED,1,5.1,15.8,89,RED,2,5.2,26.8,11.6,RED,72,A
22,GREEN,0,3.7,1.6,25,GREEN,3,1.6,27.7,86,RED,3,9.4,34.1,46.8,GREEN,34,A
94,RED,1,9.3,15.5,38,GREEN,3,6.7,27.7,25,GREEN,1,7.2,9.0,37.2,GREEN,37,C
26,GREEN,2,8.3,17.0,41,GREEN,0,8.3,2.5,83,YELLOW,1,1.1,15.1,40.0,GREEN,58,B
71,YELLOW,2,1.6,23.8,89,RED,1,3.6,18.8,47,GREEN,0,6.1,4.0,17.2,YELLOW,30,C
55,GREEN,1,7.7,12.2,67,YELLOW,1,4.7,16.4,25,GREEN,1,1.4,11.9,41.2,GREEN,63,C
40,GREEN,0,8.9,2.3,20,GREEN,1,9.3,10.8,95,RED,2,4.5,26.7,38.0,GREEN,75,A
36,GREEN,1,1.9,10.7,77,YELLOW,3,2.8,30.4,24,GREEN,1,7.3,10.8,45.2,GREEN,26,C
58,GREEN,2,4.5,22.0,44,GREEN,0,9.9,6.3,66,YELLOW,1,4.9,15.1,32.8,GREEN,41,B
55,GREEN,0,2.3,6.7,80,YELLOW,3,2.2,32.7,25,GREEN,0,6.6,1.6,36.0,GREEN,70,C
52,GREEN,2,6.4,22.8,78,YELLOW,0,1.5,6.0,88,RED,1,2.0,14.9,12.8,RED,80,B
34,GREEN,0,9.0,4.3,95,RED,2,4.5,26.5,61,YELLOW,1,7.9,13.4,24.0,YELLOW,27,A
50,GREEN,3,8.8,28.5,48,GREEN,0,5.0,4.7,75,YELLOW,1,2.6,15.9,30.8,GREEN,37,B
69,YELLOW,2,1.8,23.8,65,YELLOW,2,2.4,21.0,92,RED,0,3.2,7.6,9.6,RED,74,C
78,YELLOW,3,2.1,31.2,57,GREEN,1,8.0,14.3,41,GREEN,1,1.3,13.5,29.6,YELLOW,77,C
47,GREEN,3,8.5,27.8,74,YELLOW,1,2.9,15.1,48,GREEN,1,9.2,14.4,32.4,GREEN,68,C
25,GREEN,0,9.9,3.4,84,YELLOW,0,4.5,8.0,32,GREEN,3,5.2,25.5,43.6,GREEN,16,A
72,YELLOW,1,1.8,14.4,31,GREEN,0,5.1,2.3,78,YELLOW,0,9.8,7.7,27.6,YELLOW,32,B
71,YELLOW,1,8.0,14.6,79,YELLOW,0,8.7,6.2,62,YELLOW,0,3.3,7.2,15.2,YELLOW,41,C
30,GREEN,2,7.5,17.2,66,YELLOW,0,1.6,6.1,25,GREEN,2,4.0,19.1,51.6,GREEN,23,B
83,YELLOW,1,1.8,16.4,81,YELLOW,0,6.7,9.8,85,YELLOW,1,7.7,18.4,0.0,RED,56,AVOID
65,YELLOW,2,5.3,22.2,26,GREEN,0,4.0,2.4,84,YELLOW,0,5.0,8.5,30.0,YELLOW,52,B
77,YELLOW,2,8.1,25.5,28,GREEN,1,9.0,10.6,30,GREEN,3,9.0,26.2,46.0,GREEN,24,B
33,GREEN,1,3.1,12.1,83,YELLOW,1,8.8,16.4,22,GREEN,2,4.5,18.9,44.8,GREEN,31,C
80,YELLOW,2,4.5,25.0,22,GREEN,2,2.3,16.3,49,GREEN,2,4.4,20.3,39.6,GREEN,56,B
82,YELLOW,3,4.9,32.5,59,GREEN,1,8.0,12.8,67,YELLOW,2,7.8,20.9,16.8,YELLOW,60,B
56,GREEN,3,9.6,30.1,40,GREEN,2,2.2,18.7,39,GREEN,1,2.8,10.1,46.0,GREEN,55,C
93,RED,1,4.7,16.8,46,GREEN,0,6.8,6.5,38,GREEN,2,4.8,21.7,29.2,YELLOW,53,B
35,GREEN,0,4.3,3.5,38,GREEN,3,9.3,26.4,89,RED,2,6.6,24.1,35.2,GREEN,52,A
93,RED,1,8.1,18.2,76,YELLOW,2,7.0,24.5,25,GREEN,1,6.9,9.0,22.4,YELLOW,18,C
71,YELLOW,1,4.7,13.5,27,GREEN,1,6.0,9.6,55,GREEN,1,0.7,13.7,38.8,GREEN,72,B
31,GREEN,3,2.3,26.4,85,YELLOW,0,9.1,7.9,38,GREEN,3,4.0,27.3,38.4,GREEN,51,B
64,YELLOW,2,3.4,22.2,91,RED,0,2.5,10.7,73,YELLOW,3,3.2,32.5,8.8,RED,69,B
73,YELLOW,1,8.4,15.7,38,GREEN,1,3.4,13.8,87,RED,2,1.1,26.5,20.8,YELLOW,63,B
31,GREEN,0,4.4,4.8,73,YELLOW,1,5.8,16.1,37,GREEN,1,2.3,11.2,43.6,GREEN,77,A
25,GREEN,2,8.4,17.7,91,RED,3,2.6,34.3,39,GREEN,2,3.4,20.5,38.0,GREEN,75,A
35,GREEN,2,4.5,19.5,51,GREEN,0,1.6,4.2,28,GREEN,2,6.0,19.1,54.4,GREEN,48,B
80,YELLOW,0,4.0,8.9,22,GREEN,2,2.0,16.4,60,GREEN,3,8.8,28.5,35.2,GREEN,35,A
26,GREEN,2,3.9,19.1,65,YELLOW,0,3.3,6.6,29,GREEN,1,7.8,9.6,52.0,GREEN,27,B
41,GREEN,2,8.8,21.4,58,GREEN,2,7.0,22.6,32,GREEN,2,8.3,17.3,47.6,GREEN,51,C
67,YELLOW,3,4.4,32.4,40,GREEN,0,2.6,4.0,44,GREEN,0,4.5,6.1,39.6,GREEN,29,B
36,GREEN,0,5.1,2.8,66,YELLOW,1,8.3,16.2,86,RED,2,2.1,23.8,24.8,YELLOW,30,A
48,GREEN,1,8.6,11.4,49,GREEN,2,1.7,19.4,30,GREEN,3,7.1,28.1,49.2,GREEN,24,A
22,GREEN,3,7.7,24.4,33,GREEN,0,8.0,3.4,27,GREEN,3,1.6,25.7,67.2,GREEN,23,B
58,GREEN,0,7.7,6.9,46,GREEN,1,2.3,12.0,31,GREEN,1,8.5,12.9,46.0,GREEN,59,A
65,YELLOW,1,8.6,15.6,50,GREEN,0,1.4,5.3,21,GREEN,1,7.3,12.0,45.6,GREEN,36,B
88,RED,0,9.7,7.2,47,GREEN,3,4.0,29.1,76,YELLOW,0,2.2,7.0,15.6,YELLOW,63,C
74,YELLOW,1,5.4,15.0,60,GREEN,0,4.9,6.1,83,YELLOW,2,7.2,24.5,13.2,RED,20,B
30,GREEN,2,5.2,18.5,78,YELLOW,2,7.0,25.2,48,GREEN,3,3.3,30.2,37.6,GREEN,39,A
28,GREEN,3,9.4,26.3,21,GREEN,3,6.9,25.7,86,RED,0,1.6,8.2,46.0,GREEN,28,C
41,GREEN,0,4.0,2.9,45,GREEN,3,1.7,29.9,83,YELLOW,2,7.8,25.4,32.4,GREEN,49,A
71,YELLOW,2,5.0,23.5,71,YELLOW,3,5.4,29.7,78,YELLOW,0,1.7,7.8,12.0,RED,44,C
37,GREEN,0,1.4,1.9,28,GREEN,3,6.9,28.7,68,YELLOW,2,2.0,23.3,46.8,GREEN,27,A
29,GREEN,3,8.0,25.7,83,YELLOW,3,5.3,32.5,89,RED,0,9.5,7.0,19.6,YELLOW,70,C
35,GREEN,3,4.8,28.9,76,YELLOW,3,0.8,30.3,58,GREEN,1,5.2,12.3,32.4,GREEN,64,C
80,YELLOW,0,5.9,8.2,87,RED,3,5.0,34.4,82,YELLOW,0,4.2,8.4,0.0,RED,63,AVOID
65,YELLOW,2,3.5,20.6,25,GREEN,1,8.5,9.9,94,RED,0,7.8,9.9,26.4,YELLOW,63,C
32,GREEN,3,3.8,26.6,64,YELLOW,0,6.8,5.4,59,GREEN,0,9.1,4.2,38.0,GREEN,54,C
34,GREEN,2,2.1,19.6,24,GREEN,3,6.7,26.1,85,YELLOW,3,3.0,33.3,42.8,GREEN,17,A
60,GREEN,3,5.9,29.3,32,GREEN,3,1.5,27.9,63,YELLOW,3,5.3,31.4,38.0,GREEN,58,AVOID
41,GREEN,2,4.0,19.8,83,YELLOW,0,8.5,8.4,56,GREEN,2,1.0,23.6,28.0,YELLOW,66,B
48,GREEN,0,7.3,5.1,95,RED,2,3.1,25.8,87,RED,3,4.6,32.1,8.0,RED,24,A
58,GREEN,2,4.6,22.0,45,GREEN,3,4.3,29.0,78,YELLOW,1,8.9,16.3,27.6,YELLOW,38,A
93,RED,3,2.5,35.1,79,YELLOW,2,9.4,24.0,75,YELLOW,0,5.5,7.0,1.2,RED,33,AVOID
50,GREEN,1,7.6,14.1,75,YELLOW,3,3.5,32.8,28,GREEN,1,8.5,9.9,38.8,GREEN,51,C
40,GREEN,2,7.0,18.9,50,GREEN,0,1.9,3.1,59,GREEN,3,5.1,31.9,40.4,GREEN,69,B
24,GREEN,1,2.0,8.9,53,GREEN,2,6.8,20.0,25,GREEN,3,7.9,24.7,59.2,GREEN,25,A
60,GREEN,2,8.7,23.6,72,YELLOW,2,6.9,24.7,70,YELLOW,1,2.7,15.3,19.2,YELLOW,79,A
35,GREEN,2,5.2,17.9,35,GREEN,2,3.6,19.8,69,YELLOW,1,9.4,13.8,44.4,GREEN,28,A
42,GREEN,1,9.7,12.0,52,GREEN,0,5.2,4.7,34,GREEN,2,5.7,19.3,48.8,GREEN,46,B
55,GREEN,1,3.9,14.4,59,GREEN,0,6.6,7.5,24,GREEN,0,7.1,3.6,44.8,GREEN,45,C
52,GREEN,3,3.4,31.0,66,YELLOW,0,5.6,5.5,76,YELLOW,3,0.6,33.4,22.4,YELLOW,47,B
58,GREEN,0,9.4,6.8,58,GREEN,1,8.7,12.4,76,YELLOW,2,8.9,24.7,23.2,YELLOW,67,A
24,GREEN,2,8.7,19.7,82,YELLOW,3,7.5,33.9,62,YELLOW,3,8.8,31.5,32.8,GREEN,35,A
53,GREEN,0,3.8,5.7,90,RED,2,4.8,23.1,26,GREEN,1,6.5,11.8,32.4,GREEN,32,A
20,GREEN,3,2.4,25.2,93,RED,0,1.6,8.3,36,GREEN,3,8.0,26.9,40.4,GREEN,76,B
37,GREEN,2,2.1,20.1,61,YELLOW,2,2.4,21.8,43,GREEN,3,8.8,30.1,43.6,GREEN,43,A
22,GREEN,0,9.3,2.8,49,GREEN,0,9.8,3.7,41,GREEN,0,4.3,3.8,55.2,GREEN,48,A
39,GREEN,0,9.6,2.6,92,RED,0,0.6,9.3,78,YELLOW,3,1.6,32.7,16.4,YELLOW,39,A
54,GREEN,2,7.6,20.9,75,YELLOW,1,6.2,17.5,56,GREEN,1,4.5,13.2,26.0,YELLOW,33,C
23,GREEN,2,9.8,17.2,77,YELLOW,1,4.0,16.4,78,YELLOW,0,0.6,6.3,28.8,YELLOW,56,C
70,YELLOW,1,7.3,15.8,52,GREEN,0,1.4,3.4,62,YELLOW,1,5.0,13.6,26.4,YELLOW,20,B
20,GREEN,2,5.3,17.5,70,YELLOW,2,1.8,24.6,25,GREEN,1,3.0,10.5,54.0,GREEN,58,C
79,YELLOW,1,1.4,16.7,75,YELLOW,1,3.0,14.8,36,GREEN,3,8.8,28.9,24.0,YELLOW,61,B
75,YELLOW,2,9.1,22.6,53,GREEN,2,4.6,20.0,82,YELLOW,1,5.8,17.9,16.0,YELLOW,71,B
26,GREEN,1,1.9,9.5,24,GREEN,3,3.0,27.2,75,YELLOW,0,10.0,9.2,50.0,GREEN,20,C
76,YELLOW,2,9.9,23.8,78,YELLOW,3,1.6,32.7,38,GREEN,0,3.8,2.6,23.2,YELLOW,51,C
43,GREEN,1,7.6,13.6,92,RED,1,6.0,19.1,87,RED,1,4.5,15.0,11.2,RED,78,A
32,GREEN,2,0.7,19.9,35,GREEN,3,4.0,29.2,33,GREEN,2,2.0,17.6,60.0,GREEN,76,A
78,YELLOW,2,6.1,21.8,25,GREEN,3,3.6,27.4,92,RED,1,2.5,15.4,22.0,YELLOW,51,A
61,YELLOW,0,7.6,6.3,68,YELLOW,0,4.3,5.5,71,YELLOW,0,0.7,5.9,20.0,YELLOW,64,A
71,YELLOW,2,6.6,24.9,39,GREEN,0,3.3,5.1,59,GREEN,1,3.9,12.3,32.4,GREEN,62,B
85,YELLOW,1,5.2,18.0,80,YELLOW,2,5.8,23.7,74,YELLOW,2,6.3,23.1,4.4,RED,69,AVOID
31,GREEN,0,5.4,5.0,48,GREEN,1,9.3,12.9,87,RED,0,3.3,8.4,33.6,GREEN,76,A
58,GREEN,1,9.8,14.5,58,GREEN,1,5.5,13.0,26,GREEN,0,9.2,2.7,43.2,GREEN,80,C
74,YELLOW,3,1.4,32.0,92,RED,2,3.9,25.5,84,YELLOW,0,1.6,9.0,0.0,RED,37,AVOID
43,GREEN,3,0.9,28.0,58,GREEN,2,6.1,21.6,77,YELLOW,2,3.7,25.4,28.8,YELLOW,38,B
47,GREEN,1,1.2,14.6,53,GREEN,0,4.6,3.4,70,YELLOW,0,0.6,7.6,32.0,GREEN,73,B
71,YELLOW,3,3.4,32.4,66,YELLOW,3,8.1,29.0,37,GREEN,0,2.3,5.0,30.4,GREEN,39,C
23,GREEN,1,5.1,8.9,50,GREEN,3,8.5,30.4,88,RED,1,1.3,17.9,35.6,GREEN,33,A
80,YELLOW,3,0.7,30.7,39,GREEN,3,9.7,27.8,77,YELLOW,1,2.4,16.0,21.6,YELLOW,65,C
26,GREEN,2,0.6,19.1,75,YELLOW,3,8.6,32.4,90,RED,2,0.9,24.6,23.6,YELLOW,80,A
95,RED,3,2.7,31.7,22,GREEN,3,6.0,26.4,54,GREEN,3,8.9,27.9,31.6,GREEN,59,AVOID
77,YELLOW,3,0.7,30.9,44,GREEN,3,3.8,27.3,48,GREEN,2,9.3,22.2,32.4,GREEN,74,C
36,GREEN,2,7.4,19.2,73,YELLOW,2,8.1,24.5,40,GREEN,1,3.2,13.0,40.4,GREEN,76,C
36,GREEN,1,2.4,12.0,32,GREEN,3,9.5,27.2,50,GREEN,1,5.8,15.0,52.8,GREEN,60,A
53,GREEN,2,6.9,20.0,84,YELLOW,0,8.2,7.8,34,GREEN,1,1.6,10.3,31.6,GREEN,48,B
63,YELLOW,2,7.8,23.4,91,RED,2,9.0,26.5,85,YELLOW,0,7.2,10.2,4.4,RED,71,AVOID
78,YELLOW,0,9.8,8.9,33,GREEN,0,5.3,2.0,35,GREEN,1,9.2,10.1,41.6,GREEN,52,B
76,YELLOW,3,7.5,30.0,66,YELLOW,2,8.3,21.1,45,GREEN,3,9.7,29.6,25.2,YELLOW,15,B
51,GREEN,3,3.7,29.1,30,GREEN,2,4.0,20.0,66,YELLOW,1,1.9,15.6,41.2,GREEN,68,B
49,GREEN,1,8.1,12.6,72,YELLOW,3,9.5,31.3,66,YELLOW,0,4.7,7.7,25.2,YELLOW,23,C
30,GREEN,2,3.5,20.9,41,GREEN,3,1.1,29.1,39,GREEN,0,9.8,5.8,56.0,GREEN,52,C
73,YELLOW,3,8.9,32.1,58,GREEN,2,9.1,19.8,55,GREEN,1,7.2,13.3,25.6,YELLOW,41,C
89,RED,3,7.1,34.5,71,YELLOW,1,8.9,13.4,88,RED,2,4.2,25.7,0.8,RED,31,AVOID
86,RED,2,2.5,24.6,59,GREEN,2,7.7,20.5,23,GREEN,2,2.8,19.4,32.8,GREEN,69,C
84,YELLOW,0,7.5,9.8,53,GREEN,2,1.7,22.3,35,GREEN,3,3.3,28.4,31.2,GREEN,73,A
63,YELLOW,1,8.2,16.3,92,RED,1,3.8,16.3,93,RED,1,7.3,17.4,0.8,RED,46,AVOID
33,GREEN,2,5.4,18.1,66,YELLOW,3,1.4,31.4,72,YELLOW,0,1.4,6.9,31.6,GREEN,31,C
80,YELLOW,1,4.7,15.5,87,RED,3,6.1,32.8,70,YELLOW,2,6.1,23.5,5.2,RED,71,C
82,YELLOW,3,8.3,30.8,36,GREEN,3,7.3,26.1,85,YELLOW,0,7.1,8.3,18.8,YELLOW,19,C
40,GREEN,2,9.3,18.5,72,YELLOW,0,1.6,7.5,25,GREEN,1,1.6,9.7,45.2,GREEN,62,B
58,GREEN,2,5.1,23.0,38,GREEN,3,1.0,29.4,56,GREEN,1,2.2,14.6,39.2,GREEN,15,C
35,GREEN,2,1.1,17.7,81,YELLOW,2,5.9,25.7,68,YELLOW,3,8.4,32.1,26.4,YELLOW,31,A
37,GREEN,3,7.7,28.4,39,GREEN,2,1.3,20.4,72,YELLOW,3,2.7,30.8,40.8,GREEN,20,B
76,YELLOW,2,6.6,25.1,23,GREEN,2,5.8,16.8,91,RED,0,2.3,9.6,24.0,YELLOW,21,C
92,RED,1,7.6,17.2,22,GREEN,0,6.8,2.3,22,GREEN,2,8.0,17.2,45.6,GREEN,71,B
30,GREEN,2,4.3,17.2,22,GREEN,2,4.7,17.9,87,RED,2,4.1,23.1,44.4,GREEN,27,B
89,RED,1,3.2,15.6,31,GREEN,1,3.4,10.7,41,GREEN,0,6.3,3.4,35.6,GREEN,18,C
27,GREEN,2,4.2,18.0,72,YELLOW,2,3.0,25.0,35,GREEN,0,2.4,4.5,46.4,GREEN,45,C
83,YELLOW,3,9.5,31.4,60,GREEN,3,5.8,28.3,23,GREEN,3,6.5,28.0,33.6,GREEN,17,AVOID
54,GREEN,0,2.8,5.6,36,GREEN,2,5.9,19.4,84,YELLOW,1,7.9,15.0,30.4,GREEN,36,A
51,GREEN,3,9.6,29.3,25,GREEN,0,8.2,4.3,57,GREEN,1,0.5,15.4,46.8,GREEN,76,B
54,GREEN,2,8.5,20.9,64,YELLOW,1,6.1,14.4,25,GREEN,1,7.5,10.8,42.8,GREEN,53,C
31,GREEN,3,7.1,28.4,91,RED,2,8.8,23.9,84,YELLOW,2,8.9,26.2,17.6,YELLOW,48,C
77,YELLOW,2,2.8,25.6,63,YELLOW,1,4.9,14.7,22,GREEN,1,6.6,8.2,35.2,GREEN,75,C
20,GREEN,0,6.9,1.7,82,YELLOW,3,5.6,33.3,29,GREEN,0,9.0,4.2,47.6,GREEN,71,A
35,GREEN,2,9.7,19.0,65,YELLOW,3,2.2,31.6,21,GREEN,0,4.9,3.8,51.6,GREEN,71,C
21,GREEN,1,7.6,11.1,65,YELLOW,1,1.4,15.0,58,GREEN,1,2.7,13.8,42.4,GREEN,61,A
24,GREEN,2,5.2,19.2,46,GREEN,0,2.4,5.9,70,YELLOW,0,8.8,7.3,44.0,GREEN,78,B
41,GREEN,1,6.8,12.4,92,RED,1,1.1,15.7,28,GREEN,1,3.0,11.1,35.6,GREEN,44,C
86,RED,2,2.3,25.3,88,RED,2,7.0,26.3,20,GREEN,3,6.6,27.8,22.4,YELLOW,21,A
61,YELLOW,3,8.5,29.7,35,GREEN,3,5.2,27.6,25,GREEN,1,0.9,12.2,51.6,GREEN,72,C
60,GREEN,0,4.2,5.3,93,RED,0,9.9,8.2,74,YELLOW,0,9.2,6.2,9.2,RED,57,A
59,GREEN,0,6.4,4.3,81,YELLOW,3,8.2,32.5,62,YELLOW,2,2.8,22.1,19.2,YELLOW,58,A
26,GREEN,2,5.4,17.5,29,GREEN,3,7.8,27.4,94,RED,0,1.3,7.6,40.4,GREEN,19,C
68,YELLOW,2,9.0,23.6,36,GREEN,0,9.2,3.4,58,GREEN,3,1.1,30.5,35.2,GREEN,21,B
57,GREEN,3,4.3,30.2,72,YELLOW,1,8.7,16.3,21,GREEN,3,4.1,27.3,40.0,GREEN,27,B
63,YELLOW,0,4.8,5.6,44,GREEN,0,1.5,4.8,28,GREEN,1,9.1,9.3,46.0,GREEN,80,B
52,GREEN,2,4.5,22.1,76,YELLOW,1,2.8,16.8,27,GREEN,1,3.5,10.4,38.0,GREEN,60,C
59,GREEN,1,1.9,13.1,63,YELLOW,2,4.0,20.3,95,RED,1,1.0,17.5,13.2,RED,21,A
74,YELLOW,2,2.4,22.2,45,GREEN,0,3.7,5.2,79,YELLOW,2,8.6,24.2,20.8,YELLOW,57,B
58,GREEN,3,3.6,28.2,25,GREEN,3,2.6,24.5,48,GREEN,1,4.9,11.7,47.6,GREEN,76,C
62,YELLOW,3,2.5,28.9,20,GREEN,2,0.6,17.4,91,RED,0,1.9,8.9,30.8,GREEN,61,C
25,GREEN,0,2.4,1.6,48,GREEN,2,7.3,20.2,90,RED,1,2.2,15.1,34.8,GREEN,48,A
32,GREEN,0,8.4,1.7,34,GREEN,2,9.4,18.6,50,GREEN,2,8.2,21.6,53.6,GREEN,70,A
28,GREEN,0,1.9,4.5,44,GREEN,1,5.6,13.2,60,GREEN,3,9.8,29.0,47.2,GREEN,20,A
95,RED,1,8.6,16.7,39,GREEN,2,2.8,20.4,55,GREEN,1,8.6,15.4,24.4,YELLOW,77,B
46,GREEN,0,8.0,5.8,28,GREEN,1,5.3,11.8,85,YELLOW,2,5.2,24.4,36.4,GREEN,56,A
67,YELLOW,3,7.3,30.7,54,GREEN,3,6.6,30.6,24,GREEN,1,2.6,9.2,42.0,GREEN,45,C
69,YELLOW,1,3.4,16.6,91,RED,1,9.4,16.8,88,RED,0,1.8,7.3,0.0,RED,71,AVOID
86,RED,2,2.7,22.8,85,YELLOW,2,4.5,24.4,72,YELLOW,2,8.1,22.5,2.8,RED,63,AVOID
23,GREEN,1,4.7,9.4,29,GREEN,2,9.1,18.1,84,YELLOW,0,8.0,10.1,45.6,GREEN,27,C
35,GREEN,0,3.9,3.7,62,YELLOW,1,6.9,13.2,55,GREEN,1,7.2,15.5,39.2,GREEN,48,A
21,GREEN,2,3.2,17.5,71,YELLOW,3,8.3,32.1,21,GREEN,3,6.7,28.1,54.8,GREEN,34,A
70,YELLOW,1,2.7,16.0,80,YELLOW,1,5.4,17.1,79,YELLOW,3,3.7,30.2,8.4,RED,39,A
74,YELLOW,3,2.5,31.2,91,RED,0,4.1,9.4,36,GREEN,2,9.5,17.6,19.6,YELLOW,60,B
63,YELLOW,1,4.5,15.0,71,YELLOW,2,3.6,21.2,24,GREEN,1,2.0,12.2,36.8,GREEN,57,C
92,RED,3,9.8,32.0,70,YELLOW,0,5.6,5.8,33,GREEN,2,5.9,19.1,22.0,YELLOW,53,B
31,GREEN,1,1.5,11.3,24,GREEN,3,0.8,25.2,69,YELLOW,2,2.5,22.1,50.4,GREEN,23,A
78,YELLOW,0,4.0,5.8,61,YELLOW,3,4.2,32.1,36,GREEN,3,5.0,25.9,30.0,YELLOW,41,A
36,GREEN,1,3.4,12.9,80,YELLOW,1,6.2,17.8,95,RED,1,5.3,18.2,15.6,YELLOW,50,A
45,GREEN,0,9.9,4.3,71,YELLOW,1,5.5,16.7,82,YELLOW,3,4.9,30.4,20.8,YELLOW,26,A
56,GREEN,3,3.8,31.0,58,GREEN,3,6.3,31.0,42,GREEN,3,2.9,29.8,37.6,GREEN,70,AVOID
78,YELLOW,3,9.2,30.5,92,RED,0,4.2,11.0,50,GREEN,1,3.1,13.5,12.0,RED,52,B
28,GREEN,1,9.1,10.4,90,RED,0,10.0,7.3,33,GREEN,2,4.4,18.0,39.6,GREEN,41,B
84,YELLOW,0,4.9,6.7,79,YELLOW,3,3.8,31.5,44,GREEN,3,0.9,27.4,17.2,YELLOW,32,A
61,YELLOW,3,5.1,28.4,90,RED,1,7.3,16.8,80,YELLOW,2,8.5,22.7,7.6,RED,17,C
32,GREEN,1,3.3,11.3,70,YELLOW,1,1.2,16.1,54,GREEN,1,4.7,12.1,37.6,GREEN,19,A
88,RED,1,4.7,15.0,86,RED,0,4.2,7.8,26,GREEN,0,1.0,2.1,20.0,YELLOW,40,C
51,GREEN,2,9.1,19.9,22,GREEN,3,0.8,24.3,44,GREEN,0,2.6,5.9,53.2,GREEN,36,C
41,GREEN,0,4.4,2.5,61,YELLOW,2,5.8,20.9,46,GREEN,3,9.4,27.1,40.8,GREEN,42,A
33,GREEN,2,3.6,17.4,60,GREEN,0,4.2,5.8,28,GREEN,2,6.7,18.3,51.6,GREEN,23,B
47,GREEN,3,3.4,29.1,33,GREEN,1,2.9,9.7,61,YELLOW,3,6.9,32.0,43.6,GREEN,32,B
62,YELLOW,1,6.5,15.7,60,GREEN,3,1.1,28.1,94,RED,3,4.1,34.0,13.6,RED,44,A
84,YELLOW,0,2.7,8.9,35,GREEN,2,2.7,19.2,51,GREEN,0,1.1,4.6,32.0,GREEN,52,C
45,GREEN,1,4.1,13.1,50,GREEN,3,7.5,28.3,55,GREEN,2,6.6,22.5,40.0,GREEN,68,A
56,GREEN,0,2.7,6.5,63,YELLOW,1,2.5,12.5,51,GREEN,1,6.3,12.6,32.0,GREEN,56,A
43,GREEN,3,6.5,26.6,82,YELLOW,0,9.6,6.4,38,GREEN,1,1.7,10.5,34.8,GREEN,41,B
50,GREEN,0,4.5,4.9,41,GREEN,1,2.8,10.8,51,GREEN,2,3.2,20.9,43.2,GREEN,40,A
54,GREEN,3,1.3,31.3,70,YELLOW,3,2.1,30.8,84,YELLOW,3,7.7,33.7,16.8,YELLOW,76,AVOID
22,GREEN,3,4.6,24.5,58,GREEN,1,5.8,12.5,68,YELLOW,3,3.4,29.9,40.8,GREEN,76,B
29,GREEN,2,1.8,18.8,39,GREEN,1,0.5,13.3,67,YELLOW,3,4.3,30.4,46.0,GREEN,65,A
67,YELLOW,3,5.2,31.3,95,RED,0,4.4,7.7,35,GREEN,3,9.4,26.1,21.2,YELLOW,70,AVOID
52,GREEN,2,5.3,21.2,67,YELLOW,0,6.7,8.4,51,GREEN,1,5.0,14.8,32.0,GREEN,61,B
23,GREEN,1,3.0,10.1,38,GREEN,2,2.9,20.1,40,GREEN,0,1.6,2.4,59.6,GREEN,64,C
70,YELLOW,0,5.4,5.8,74,YELLOW,1,8.4,14.4,58,GREEN,3,6.1,30.7,19.2,YELLOW,26,A
33,GREEN,2,8.2,18.4,46,GREEN,3,7.1,26.6,41,GREEN,3,0.5,26.4,52.0,GREEN,68,A
